transaction_id,transaction_date,posted_date,account_name,account_type,merchant_name,description,amount,currency,channel,city,state
TX000081,2024-10-20,2024-10-22,Chase Total Checking,checking,GEICO,GEICO INSURANCE WEB PMT,-108.42,USD,Autopay,Riverside,CA
TX000979,2024-10-20,2024-10-21,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO.COM,-74.76,USD,Card,Torrance,CA
TX000496,2024-10-21,2024-10-21,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADERJOES STORE 182,-60.38,USD,Card,Riverside,CA
TX001052,2024-10-21,2024-10-21,Chase Freedom Unlimited,credit_card,UBER,UBER TRIP HELP.UBER.COM,-23.33,USD,Card,Los Angeles,CA
TX000087,2024-10-22,2024-10-22,Chase Freedom Unlimited,credit_card,AMAZON PRIME,AMAZON PRIME MTH,-14.99,USD,Card,Seattle,CA
TX000684,2024-10-23,2024-10-24,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN-N-OUT #165,-14.61,USD,Card,Riverside,CA
TX000829,2024-10-23,2024-10-24,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-5.79,USD,Card,Riverside,CA
TX001117,2024-10-23,2024-10-24,Chase Total Checking,checking,UCR PARKING,UCR PARKING PORTAL,-18.0,USD,Debit,Riverside,CA
TX000088,2024-10-25,2024-10-26,Chase Freedom Unlimited,credit_card,PLANET FITNESS,PLANET FITNESS CLUB FEES,-29.99,USD,Card,Riverside,CA
TX001144,2024-10-25,2024-10-25,Chase Freedom Unlimited,credit_card,AMAZON,AMAZON REFUND,32.75,USD,Card,Riverside,CA
TX000830,2024-10-26,2024-10-26,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-6.68,USD,Card,Riverside,CA
TX000082,2024-10-27,2024-10-27,Chase Freedom Unlimited,credit_card,APPLE SERVICES,APPLE SERVICES STORAGE,-2.99,USD,Card,Cupertino,CA
TX001055,2024-10-27,2024-10-27,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-10.24,USD,Card,Los Angeles,CA
TX000600,2024-10-28,2024-10-30,Chase Total Checking,checking,CHEVRON,CHEVRON EXTRA MILE,-46.39,USD,Debit,Riverside,CA
TX000495,2024-10-29,2024-10-29,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO WHSE #487,-74.76,USD,Card,Moreno Valley,CA
TX000834,2024-10-30,2024-10-31,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-5.97,USD,Card,Riverside,CA
TX000687,2024-10-31,2024-11-01,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDA EXPRESS #2201,-31.1,USD,Card,Riverside,CA
TX000089,2024-11-01,2024-11-01,Chase Total Checking,checking,CAMPUS VIEW APTS,CAMPUS VIEW APTS ONLINE PAY,-875.0,USD,ACH,Riverside,CA
TX000330,2024-11-01,2024-11-01,Chase Total Checking,checking,UCR PAYROLL,UCR CAMPUS EMPLOYMENT DD,1098.86,USD,Direct Deposit,Riverside,CA
TX000691,2024-11-01,2024-11-01,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN-N-OUT #165,-17.75,USD,Card,Riverside,CA
TX000981,2024-11-02,2024-11-04,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO.COM,-56.68,USD,Card,Torrance,CA
TX001056,2024-11-03,2024-11-03,Chase Freedom Unlimited,credit_card,UBER,UBER TRIP HELP.UBER.COM,-13.77,USD,Card,Los Angeles,CA
TX001059,2024-11-03,2024-11-03,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-25.26,USD,Card,Los Angeles,CA
TX000094,2024-11-04,2024-11-04,Chase Freedom Unlimited,credit_card,NETFLIX,NETFLIX.COM 800-585-7265,-15.49,USD,Card,Los Gatos,CA
TX001057,2024-11-04,2024-11-04,Chase Freedom Unlimited,credit_card,UBER,UBER *TRIP,-22.53,USD,Card,Los Angeles,CA
TX000387,2024-11-05,2024-11-07,Chase Total Checking,checking,VENMO,VENMO PAYMENT FROM FRIEND,81.57,USD,Transfer,New York,CA
TX000502,2024-11-05,2024-11-07,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO WHSE #487,-64.31,USD,Card,Moreno Valley,CA
TX000842,2024-11-05,2024-11-07,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-6.21,USD,Card,Riverside,CA
TX000409,2024-11-06,2024-11-07,Chase Total Checking,checking,CHASE TRANSFER,ONLINE TRANSFER TO CHASE SAVINGS,-125.0,USD,Transfer,Riverside,CA
TX000410,2024-11-06,2024-11-06,Chase Savings,savings,CHASE TRANSFER,ONLINE TRANSFER FROM CHASE CHECKING,125.0,USD,Transfer,Riverside,CA
TX000095,2024-11-07,2024-11-08,Chase Freedom Unlimited,credit_card,SPOTIFY,SPOTIFY USA 877-778-1161,-10.99,USD,Card,New York,CA
TX000835,2024-11-08,2024-11-09,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN UCR,-5.04,USD,Card,Riverside,CA
TX000841,2024-11-08,2024-11-09,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-7.01,USD,Card,Riverside,CA
TX000096,2024-11-09,2024-11-09,Chase Freedom Unlimited,credit_card,DISNEY+,DISNEY PLUS,-13.99,USD,Card,Burbank,CA
TX001145,2024-11-09,2024-11-09,Chase Freedom Unlimited,credit_card,DOORDASH,DOORDASH REFUND,25.1,USD,Card,Riverside,CA
TX000688,2024-11-10,2024-11-10,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE 2145,-14.12,USD,Card,Riverside,CA
TX000692,2024-11-10,2024-11-12,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDA EXPRESS #2201,-8.0,USD,Card,Riverside,CA
TX000836,2024-11-10,2024-11-11,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-7.11,USD,Card,Riverside,CA
TX001135,2024-11-11,2024-11-13,Chase Freedom Unlimited,credit_card,DOORDASH,DOORDASH REFUND,10.5,USD,Card,Riverside,CA
TX000281,2024-11-12,2024-11-12,Chase Total Checking,checking,SCE,SCE RESIDENTIAL BILL,-72.05,USD,Autopay,Rosemead,CA
TX001058,2024-11-13,2024-11-13,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-27.31,USD,Card,Los Angeles,CA
TX000097,2024-11-14,2024-11-16,Chase Freedom Unlimited,credit_card,ADOBE,ADOBE *CC STUDENT PLAN,-19.99,USD,Card,San Jose,CA
TX000282,2024-11-14,2024-11-14,Chase Total Checking,checking,RIVERSIDE PUBLIC UTILITIES,RPU WATER BILL,-24.42,USD,Autopay,Riverside,CA
TX000689,2024-11-14,2024-11-14,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDA EXPRESS #2201,-43.52,USD,Card,Riverside,CA
TX001022,2024-11-14,2024-11-14,Chase Freedom Unlimited,credit_card,STEAM,STEAM PURCHASE,-17.93,USD,Card,Bellevue,CA
TX000331,2024-11-15,2024-11-15,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,1057.91,USD,Direct Deposit,Riverside,CA
TX000838,2024-11-15,2024-11-16,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN & TEA LEAF,-6.3,USD,Card,Riverside,CA
TX000090,2024-11-16,2024-11-16,Chase Total Checking,checking,SPECTRUM INTERNET,SPECTRUM INTERNET AUTO PAY,-54.99,USD,Autopay,Riverside,CA
TX000501,2024-11-16,2024-11-18,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADER JOE'S RIVERSIDE,-36.25,USD,Card,Riverside,CA
TX000500,2024-11-17,2024-11-18,Chase Freedom Unlimited,credit_card,STATER BROS,STATER BROS MARKET,-61.28,USD,Card,Riverside,CA
TX000091,2024-11-18,2024-11-18,Chase Total Checking,checking,T-MOBILE,T-MOBILE WIRELESS,-35.0,USD,Autopay,Riverside,CA
TX000092,2024-11-20,2024-11-21,Chase Total Checking,checking,GEICO,GEICO AUTO POLICY,-108.42,USD,Autopay,Riverside,CA
TX000603,2024-11-20,2024-11-21,Chase Total Checking,checking,CHEVRON,CHEVRON GAS,-57.72,USD,Debit,Riverside,CA
TX000982,2024-11-20,2024-11-20,Chase Freedom Unlimited,credit_card,AMAZON,AMAZON MKTPLACE PMTS,-65.88,USD,Card,Seattle,CA
TX000499,2024-11-21,2024-11-22,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADER JOE'S RIVERSIDE,-94.42,USD,Card,Riverside,CA
TX000840,2024-11-21,2024-11-23,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN UCR,-7.99,USD,Card,Riverside,CA
TX001021,2024-11-21,2024-11-22,Chase Freedom Unlimited,credit_card,STEAM,STEAM PURCHASE,-37.89,USD,Card,Bellevue,CA
TX000098,2024-11-22,2024-11-23,Chase Freedom Unlimited,credit_card,AMAZON PRIME,AMZN PRIME SUBSCRIPTION,-14.99,USD,Card,Seattle,CA
TX000839,2024-11-22,2024-11-22,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-6.24,USD,Card,Riverside,CA
TX001118,2024-11-22,2024-11-22,Chase Total Checking,checking,UCR PARKING,UCR PARKING PORTAL,-24.0,USD,Debit,Riverside,CA
TX000837,2024-11-23,2024-11-23,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-4.81,USD,Card,Riverside,CA
TX000099,2024-11-25,2024-11-27,Chase Freedom Unlimited,credit_card,PLANET FITNESS,PLANET FITNESS CLUB FEES,-29.99,USD,Card,Riverside,CA
TX000983,2024-11-25,2024-11-26,Chase Freedom Unlimited,credit_card,TARGET,TARGET PURCHASE,-110.47,USD,Card,Riverside,CA
TX000602,2024-11-26,2024-11-28,Chase Total Checking,checking,SHELL,SHELL OIL,-51.44,USD,Debit,Riverside,CA
TX000093,2024-11-27,2024-11-29,Chase Freedom Unlimited,credit_card,APPLE SERVICES,APPLE SERVICES ICLOUD+,-2.99,USD,Card,Cupertino,CA
TX000690,2024-11-27,2024-11-29,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDAEXPRESS,-30.82,USD,Card,Riverside,CA
TX001146,2024-11-28,2024-11-28,Chase Freedom Unlimited,credit_card,DOORDASH,DOORDASH REFUND,23.24,USD,Card,Riverside,CA
TX000332,2024-11-29,2024-11-30,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,1105.32,USD,Direct Deposit,Riverside,CA
TX000385,2024-11-30,2024-11-30,Chase Total Checking,checking,VENMO,VENMO PAYMENT FROM FRIEND,81.34,USD,Transfer,New York,CA
TX000100,2024-12-01,2024-12-01,Chase Total Checking,checking,CAMPUS VIEW APTS,CAMPUS VIEW APTS RESIDENT PORTAL,-875.0,USD,ACH,Riverside,CA
TX000696,2024-12-02,2024-12-03,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDA EXPRESS,-31.23,USD,Card,Riverside,CA
TX001148,2024-12-03,2024-12-05,Chase Freedom Unlimited,credit_card,DISCOUNT TIRE,DISCOUNT TIRE SERVICE,-382.14,USD,Card,Riverside,CA
TX000105,2024-12-04,2024-12-04,Chase Freedom Unlimited,credit_card,NETFLIX,NETFLIX.COM 800-585-7265,-15.49,USD,Card,Los Gatos,CA
TX000847,2024-12-04,2024-12-06,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS COFFEE,-4.15,USD,Card,Riverside,CA
TX000411,2024-12-06,2024-12-07,Chase Total Checking,checking,CHASE TRANSFER,ONLINE TRANSFER TO CHASE SAVINGS,-175.0,USD,Transfer,Riverside,CA
TX000412,2024-12-06,2024-12-06,Chase Savings,savings,CHASE TRANSFER,ONLINE TRANSFER FROM CHASE CHECKING,175.0,USD,Transfer,Riverside,CA
TX000604,2024-12-06,2024-12-07,Chase Total Checking,checking,SHELL,SHELL OIL,-52.92,USD,Debit,Riverside,CA
TX000106,2024-12-07,2024-12-08,Chase Freedom Unlimited,credit_card,SPOTIFY,SPOTIFY USA,-10.99,USD,Card,New York,CA
TX000848,2024-12-07,2024-12-08,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-4.55,USD,Card,Riverside,CA
TX000693,2024-12-08,2024-12-08,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDA EXPRESS #2201,-43.91,USD,Card,Riverside,CA
TX000107,2024-12-09,2024-12-11,Chase Freedom Unlimited,credit_card,DISNEY+,DISNEYPLUS MONTHLY,-13.99,USD,Card,Burbank,CA
TX000505,2024-12-09,2024-12-10,Chase Freedom Unlimited,credit_card,WHOLE FOODS,WHOLE FOODS MARKET #10234,-50.25,USD,Card,Riverside,CA
TX000283,2024-12-12,2024-12-12,Chase Total Checking,checking,SCE,SCE RESIDENTIAL BILL,-68.51,USD,Autopay,Rosemead,CA
TX000698,2024-12-12,2024-12-12,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN-N-OUT #165,-34.84,USD,Card,Riverside,CA
TX001060,2024-12-12,2024-12-12,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-13.07,USD,Card,Los Angeles,CA
TX000333,2024-12-13,2024-12-13,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,1088.12,USD,Direct Deposit,Riverside,CA
TX001119,2024-12-13,2024-12-15,Chase Total Checking,checking,UCR PARKING,UCR PARKING PAYMENT,-30.0,USD,Debit,Riverside,CA
TX001142,2024-12-13,2024-12-14,Chase Freedom Unlimited,credit_card,AMAZON,AMAZON REFUND,42.99,USD,Card,Riverside,CA
TX000108,2024-12-14,2024-12-14,Chase Freedom Unlimited,credit_card,ADOBE,ADOBE SYSTEMS SUBSCRIPTION,-19.99,USD,Card,San Jose,CA
TX000284,2024-12-14,2024-12-16,Chase Total Checking,checking,RIVERSIDE PUBLIC UTILITIES,RIVERSIDE PUB UTIL,-26.24,USD,Autopay,Riverside,CA
TX000843,2024-12-14,2024-12-14,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-7.56,USD,Card,Riverside,CA
TX000101,2024-12-16,2024-12-17,Chase Total Checking,checking,SPECTRUM INTERNET,SPECTRUM MOBILE/INT BUNDLE,-54.99,USD,Autopay,Riverside,CA
TX000694,2024-12-17,2024-12-19,Chase Freedom Unlimited,credit_card,DOORDASH,DOORDASH*BURGERSPOT,-8.0,USD,Card,San Francisco,CA
TX000846,2024-12-17,2024-12-19,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN & TEA LEAF,-6.27,USD,Card,Riverside,CA
TX000102,2024-12-18,2024-12-19,Chase Total Checking,checking,T-MOBILE,T-MOBILE USA PMT,-35.0,USD,Autopay,Riverside,CA
TX000507,2024-12-18,2024-12-19,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO GAS/WHSE,-27.99,USD,Card,Moreno Valley,CA
TX000508,2024-12-18,2024-12-19,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO GAS/WHSE,-53.86,USD,Card,Moreno Valley,CA
TX000695,2024-12-18,2024-12-19,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE MEXICAN GRILL,-8.0,USD,Card,Riverside,CA
TX000103,2024-12-20,2024-12-22,Chase Total Checking,checking,GEICO,GEICO AUTO PMT,-108.42,USD,Autopay,Riverside,CA
TX000984,2024-12-21,2024-12-23,Chase Freedom Unlimited,credit_card,AMAZON,AMAZON MKTPLACE PMTS,-63.7,USD,Card,Seattle,CA
TX000109,2024-12-22,2024-12-22,Chase Freedom Unlimited,credit_card,AMAZON PRIME,AMZN PRIME SUBSCRIPTION,-14.99,USD,Card,Seattle,CA
TX000503,2024-12-24,2024-12-25,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADER JOES #182,-49.74,USD,Card,Riverside,CA
TX000697,2024-12-24,2024-12-24,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE MEXICAN GRILL,-45.4,USD,Card,Riverside,CA
TX000110,2024-12-25,2024-12-25,Chase Freedom Unlimited,credit_card,PLANET FITNESS,PLANET FITNESS CLUB FEES,-29.99,USD,Card,Riverside,CA
TX000504,2024-12-25,2024-12-27,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO GAS/WHSE,-77.13,USD,Card,Moreno Valley,CA
TX000844,2024-12-25,2024-12-27,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS COFFEE,-8.47,USD,Card,Riverside,CA
TX001063,2024-12-25,2024-12-26,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-7.0,USD,Card,Los Angeles,CA
TX001099,2024-12-26,2024-12-26,Chase Freedom Unlimited,credit_card,CVS PHARMACY,CVS/PHARMACY #8821,-28.16,USD,Card,Riverside,CA
TX000104,2024-12-27,2024-12-27,Chase Freedom Unlimited,credit_card,APPLE SERVICES,APPLE.COM/BILL ICLOUD,-2.99,USD,Card,Cupertino,CA
TX000334,2024-12-27,2024-12-28,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,1019.37,USD,Direct Deposit,Riverside,CA
TX000506,2024-12-27,2024-12-28,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO WHSE #487,-53.97,USD,Card,Moreno Valley,CA
TX000845,2024-12-28,2024-12-29,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS COFFEE,-7.14,USD,Card,Riverside,CA
TX000849,2024-12-28,2024-12-28,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN & TEA LEAF,-5.76,USD,Card,Riverside,CA
TX001062,2024-12-28,2024-12-28,Chase Freedom Unlimited,credit_card,UBER,UBER TRIP HELP.UBER.COM,-16.85,USD,Card,Los Angeles,CA
TX000605,2024-12-30,2024-12-30,Chase Total Checking,checking,SHELL,SHELL SERVICE STATION,-36.6,USD,Debit,Riverside,CA
TX001061,2024-12-30,2024-12-31,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-9.28,USD,Card,Los Angeles,CA
TX000111,2025-01-01,2025-01-01,Chase Total Checking,checking,CAMPUS VIEW APTS,CAMPUS VIEW APTS RESIDENT PORTAL,-875.0,USD,ACH,Riverside,CA
TX001023,2025-01-01,2025-01-01,Chase Freedom Unlimited,credit_card,AMC THEATRES,AMC ONLINE TICKETS,-52.14,USD,Card,Riverside,CA
TX000703,2025-01-02,2025-01-02,Chase Freedom Unlimited,credit_card,DOORDASH,DOORDASH*BURGERSPOT,-23.81,USD,Card,San Francisco,CA
TX000853,2025-01-02,2025-01-03,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-7.1,USD,Card,Riverside,CA
TX000607,2025-01-03,2025-01-03,Chase Total Checking,checking,CHEVRON,CHEVRON GAS,-46.07,USD,Debit,Riverside,CA
TX000116,2025-01-04,2025-01-05,Chase Freedom Unlimited,credit_card,NETFLIX,NETFLIX.COM SUBSCRIPTION,-15.49,USD,Card,Los Gatos,CA
TX000987,2025-01-04,2025-01-06,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO USA ONLINE,-12.0,USD,Card,Torrance,CA
TX000699,2025-01-05,2025-01-07,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE MEXICAN GRILL,-26.64,USD,Card,Riverside,CA
TX000413,2025-01-06,2025-01-07,Chase Total Checking,checking,CHASE TRANSFER,ONLINE TRANSFER TO CHASE SAVINGS,-150.0,USD,Transfer,Riverside,CA
TX000414,2025-01-06,2025-01-08,Chase Savings,savings,CHASE TRANSFER,ONLINE TRANSFER FROM CHASE CHECKING,150.0,USD,Transfer,Riverside,CA
TX000117,2025-01-07,2025-01-09,Chase Freedom Unlimited,credit_card,SPOTIFY,SPOTIFY USA,-10.99,USD,Card,New York,CA
TX000510,2025-01-08,2025-01-09,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO WHSE #487,-33.49,USD,Card,Moreno Valley,CA
TX000118,2025-01-09,2025-01-11,Chase Freedom Unlimited,credit_card,DISNEY+,DISNEYPLUS MONTHLY,-13.99,USD,Card,Burbank,CA
TX001024,2025-01-09,2025-01-10,Chase Freedom Unlimited,credit_card,AMC THEATRES,AMC MOVIE THEATRE,-17.79,USD,Card,Riverside,CA
TX001065,2025-01-09,2025-01-11,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-15.11,USD,Card,Los Angeles,CA
TX000335,2025-01-10,2025-01-11,Chase Total Checking,checking,UCR PAYROLL,UCR CAMPUS EMPLOYMENT DD,1141.9,USD,Direct Deposit,Riverside,CA
TX000366,2025-01-10,2025-01-10,Chase Total Checking,checking,UCR STUDENT ACCT REFUND,UCR STUDENT ACCOUNT REFUND,990.32,USD,ACH,Riverside,CA
TX000859,2025-01-10,2025-01-10,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN & TEA LEAF,-6.02,USD,Card,Riverside,CA
TX000700,2025-01-11,2025-01-12,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN-N-OUT #165,-26.95,USD,Card,Riverside,CA
TX000285,2025-01-12,2025-01-13,Chase Total Checking,checking,SCE,SCE RESIDENTIAL BILL,-83.58,USD,Autopay,Rosemead,CA
TX000857,2025-01-12,2025-01-12,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS COFFEE,-3.5,USD,Card,Riverside,CA
TX000512,2025-01-13,2025-01-13,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADER JOE'S RIVERSIDE,-76.14,USD,Card,Riverside,CA
TX000119,2025-01-14,2025-01-15,Chase Freedom Unlimited,credit_card,ADOBE,ADOBE SYSTEMS SUBSCRIPTION,-19.99,USD,Card,San Jose,CA
TX000286,2025-01-14,2025-01-16,Chase Total Checking,checking,RIVERSIDE PUBLIC UTILITIES,RIVERSIDE PUB UTIL,-28.79,USD,Autopay,Riverside,CA
TX001100,2025-01-14,2025-01-14,Chase Freedom Unlimited,credit_card,CVS PHARMACY,CVS/PHARMACY #8821,-8.0,USD,Card,Riverside,CA
TX000851,2025-01-15,2025-01-15,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-5.95,USD,Card,Riverside,CA
TX001120,2025-01-15,2025-01-15,Chase Total Checking,checking,UCR PARKING,UCR TRANSPORTATION,-15.0,USD,Debit,Riverside,CA
TX000112,2025-01-16,2025-01-16,Chase Total Checking,checking,SPECTRUM INTERNET,SPECTRUM INTERNET AUTO PAY,-54.99,USD,Autopay,Riverside,CA
TX000852,2025-01-17,2025-01-19,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN UCR,-6.34,USD,Card,Riverside,CA
TX000113,2025-01-18,2025-01-19,Chase Total Checking,checking,T-MOBILE,T-MOBILE AUTOPAY,-35.0,USD,Autopay,Riverside,CA
TX000850,2025-01-19,2025-01-21,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN & TEA LEAF,-5.27,USD,Card,Riverside,CA
TX000856,2025-01-19,2025-01-20,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-6.35,USD,Card,Riverside,CA
TX000114,2025-01-20,2025-01-22,Chase Total Checking,checking,GEICO,GEICO AUTO POLICY,-108.42,USD,Autopay,Riverside,CA
TX001066,2025-01-20,2025-01-21,Chase Freedom Unlimited,credit_card,UBER,UBER TRIP HELP.UBER.COM,-13.2,USD,Card,Los Angeles,CA
TX000120,2025-01-22,2025-01-23,Chase Freedom Unlimited,credit_card,AMAZON PRIME,AMAZON PRIME MEMBERSHIP,-14.99,USD,Card,Seattle,CA
TX000985,2025-01-22,2025-01-23,Chase Freedom Unlimited,credit_card,AMAZON,AMZN Mktp US,-139.25,USD,Card,Seattle,CA
TX000509,2025-01-23,2025-01-24,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADERJOES STORE 182,-18.37,USD,Card,Riverside,CA
TX000701,2025-01-23,2025-01-23,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDAEXPRESS,-29.53,USD,Card,Riverside,CA
TX000336,2025-01-24,2025-01-24,Chase Total Checking,checking,UCR PAYROLL,UCR CAMPUS EMPLOYMENT DD,1151.84,USD,Direct Deposit,Riverside,CA
TX000511,2025-01-24,2025-01-25,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO MEMBERSHIP STORE,-75.69,USD,Card,Moreno Valley,CA
TX000854,2025-01-24,2025-01-25,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-6.14,USD,Card,Riverside,CA
TX001139,2025-01-24,2025-01-25,Chase Freedom Unlimited,credit_card,TARGET,TARGET REFUND,24.96,USD,Card,Riverside,CA
TX000121,2025-01-25,2025-01-25,Chase Freedom Unlimited,credit_card,PLANET FITNESS,PLANETFITNESS MTHLY,-29.99,USD,Card,Riverside,CA
TX000702,2025-01-26,2025-01-27,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN-N-OUT BURGER 165,-28.59,USD,Card,Riverside,CA
TX000704,2025-01-26,2025-01-27,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN-N-OUT BURGER 165,-22.04,USD,Card,Riverside,CA
TX000115,2025-01-27,2025-01-28,Chase Freedom Unlimited,credit_card,APPLE SERVICES,APPLE SERVICES ICLOUD+,-2.99,USD,Card,Cupertino,CA
TX000390,2025-01-27,2025-01-28,Chase Total Checking,checking,VENMO,VENMO CASHOUT,26.23,USD,Transfer,New York,CA
TX000855,2025-01-27,2025-01-27,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS COFFEE,-7.03,USD,Card,Riverside,CA
TX000606,2025-01-28,2025-01-29,Chase Total Checking,checking,CHEVRON,CHEVRON GAS,-63.96,USD,Debit,Riverside,CA
TX000858,2025-01-30,2025-01-30,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-4.75,USD,Card,Riverside,CA
TX000986,2025-01-31,2025-01-31,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO USA ONLINE,-74.1,USD,Card,Torrance,CA
TX001064,2025-01-31,2025-01-31,Chase Freedom Unlimited,credit_card,UBER,UBER TRIP HELP.UBER.COM,-17.94,USD,Card,Los Angeles,CA
TX000122,2025-02-01,2025-02-01,Chase Total Checking,checking,CAMPUS VIEW APTS,CAMPUS VIEW APTS RENT,-875.0,USD,ACH,Riverside,CA
TX000127,2025-02-04,2025-02-04,Chase Freedom Unlimited,credit_card,NETFLIX,NETFLIX.COM SUBSCRIPTION,-15.49,USD,Card,Los Gatos,CA
TX000514,2025-02-04,2025-02-04,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO WHSE #487,-44.59,USD,Card,Moreno Valley,CA
TX000863,2025-02-04,2025-02-05,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS COFFEE,-8.2,USD,Card,Riverside,CA
TX000415,2025-02-06,2025-02-07,Chase Total Checking,checking,CHASE TRANSFER,ONLINE TRANSFER TO CHASE SAVINGS,-100.0,USD,Transfer,Riverside,CA
TX000416,2025-02-06,2025-02-07,Chase Savings,savings,CHASE TRANSFER,ONLINE TRANSFER FROM CHASE CHECKING,100.0,USD,Transfer,Riverside,CA
TX000710,2025-02-06,2025-02-07,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDAEXPRESS,-11.11,USD,Card,Riverside,CA
TX000128,2025-02-07,2025-02-08,Chase Freedom Unlimited,credit_card,SPOTIFY,SPOTIFY USA,-10.99,USD,Card,New York,CA
TX000337,2025-02-07,2025-02-07,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,1055.49,USD,Direct Deposit,Riverside,CA
